Loc.Code,Loc.Naam,Loc.Omschrijving,Loc.EPSG,Loc.Lat,Loc.Lon,Meta.Parameter_Wat_Omschrijving,Meta.Compartiment.Code,Meta.Compartiment.Oms,Meta.Grootheid.Code,Meta.Grootheid.Oms,Meta.Parameter.Code,Meta.Parameter.Oms,Meta.Eenheid,Meta.Hoedanigheid,Meta.Typering,Meta.WaardeBewerkingsMethode,Meta.BioTaxon,Meta.Orgaan,Meta.Groepering.Code,Meta.Groepering.Oms,Meta.ProcesType,
terschelling.100kmuitdekust,"Terschelling, 100 km uit de kust","Terschelling, 100 km uit de kust",ETRS89,54.148726,4.34059,(massa)Concentratie perfluortridecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFTDA,perfluortridecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.100kmuitdekust,"Terschelling, 100 km uit de kust","Terschelling, 100 km uit de kust",ETRS89,54.148726,4.34059,(massa)Concentratie perfluorundecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFUdA,perfluorundecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.100kmuitdekust,"Terschelling, 100 km uit de kust","Terschelling, 100 km uit de kust",ETRS89,54.148726,4.34059,Geleidendheid in Oppervlaktewater in mS/m,OW,Oppervlaktewater,GELDHD,Geleidendheid,NVT,NVT,millisiemens per meter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.100kmuitdekust,"Terschelling, 100 km uit de kust","Terschelling, 100 km uit de kust",ETRS89,54.148726,4.34059,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,Windrichting in Lucht t.o.v. ware Noorden in graad,LT,Lucht,WINDRTG,Windrichting,NVT,NVT,graad,t.o.v. ware Noorden,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,Windsnelheid in Lucht in m/s,LT,Lucht,WINDSHD,Windsnelheid,NVT,NVT,meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie cadmium in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cd,cadmium,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie cadmium in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cd,cadmium,microgram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie chloride in Oppervlaktewater in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie chloride in Oppervlaktewater opgeloste fractie (bijv. na filtratie) in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,opgeloste fractie (bijv. na filtratie),NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie fosfor totaal in Oppervlaktewater particulair gebonden in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,particulair gebonden,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluor-1-octaansulfonaat (lineair) in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFOS,perfluor-1-octaansulfonaat (lineair),microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluorbutaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFBS,perfluorbutaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluorbutaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFBA,perfluorbutaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluordecaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFDS,perfluordecaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluordecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFDA,perfluordecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluorheptaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFHpA,perfluorheptaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluorhexaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFHxS,perfluorhexaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluorhexaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFHxA,perfluorhexaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluornonaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFNA,perfluornonaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluoroctaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFOA,perfluoroctaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluorpentaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFPA,perfluorpentaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluortetradecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFTeDA,perfluortetradecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluortridecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFTDA,perfluortridecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,(massa)Concentratie perfluorundecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFUdA,perfluorundecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,Geleidendheid in Oppervlaktewater in mS/m,OW,Oppervlaktewater,GELDHD,Geleidendheid,NVT,NVT,millisiemens per meter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.10kmuitdekust,"Terschelling, 10 km uit de kust","Terschelling, 10 km uit de kust",ETRS89,53.460377,5.09952,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,Windrichting in Lucht t.o.v. ware Noorden in graad,LT,Lucht,WINDRTG,Windrichting,NVT,NVT,graad,t.o.v. ware Noorden,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,Windsnelheid in Lucht in m/s,LT,Lucht,WINDSHD,Windsnelheid,NVT,NVT,meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie chloride in Oppervlaktewater in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie fosfor totaal in Oppervlaktewater particulair gebonden in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,particulair gebonden,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluor-1-octaansulfonaat (lineair) in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFOS,perfluor-1-octaansulfonaat (lineair),microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluorbutaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFBS,perfluorbutaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluorbutaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFBA,perfluorbutaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluordecaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFDS,perfluordecaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluordecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFDA,perfluordecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluorheptaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFHpA,perfluorheptaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluorhexaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFHxS,perfluorhexaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluorhexaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFHxA,perfluorhexaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluornonaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFNA,perfluornonaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluoroctaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFOA,perfluoroctaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluorpentaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFPA,perfluorpentaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluortetradecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFTeDA,perfluortetradecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluortridecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFTDA,perfluortridecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,(massa)Concentratie perfluorundecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFUdA,perfluorundecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,Geleidendheid in Oppervlaktewater in mS/m,OW,Oppervlaktewater,GELDHD,Geleidendheid,NVT,NVT,millisiemens per meter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.135kmuitdekust,"Terschelling, 135 km uit de kust","Terschelling, 135 km uit de kust",ETRS89,54.414843,4.03974,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,Windrichting in Lucht t.o.v. ware Noorden in graad,LT,Lucht,WINDRTG,Windrichting,NVT,NVT,graad,t.o.v. ware Noorden,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,Windsnelheid in Lucht in m/s,LT,Lucht,WINDSHD,Windsnelheid,NVT,NVT,meter per seconde,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie chloride in Oppervlaktewater in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cl,chloride,milligram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie fosfaat in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PO4,fosfaat,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie fosfor totaal in Oppervlaktewater particulair gebonden in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,particulair gebonden,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor / opgeloste fractie in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor / opgeloste fractie,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie fosfor totaal in Oppervlaktewater uitgedrukt in fosfor in mg/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Ptot,fosfor totaal,milligram per liter,uitgedrukt in fosfor,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluor-1-octaansulfonaat (lineair) in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFOS,perfluor-1-octaansulfonaat (lineair),microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluorbutaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFBS,perfluorbutaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluorbutaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFBA,perfluorbutaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluordecaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFDS,perfluordecaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluordecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFDA,perfluordecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluorheptaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFHpA,perfluorheptaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluorhexaansulfonzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,L_PFHxS,perfluorhexaansulfonzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluorhexaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFHxA,perfluorhexaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluornonaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFNA,perfluornonaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluoroctaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFOA,perfluoroctaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluorpentaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFPA,perfluorpentaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluortetradecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFTeDA,perfluortetradecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluortridecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFTDA,perfluortridecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,(massa)Concentratie perfluorundecaanzuur in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,PFUdA,perfluorundecaanzuur,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,Geleidendheid in Oppervlaktewater in mS/m,OW,Oppervlaktewater,GELDHD,Geleidendheid,NVT,NVT,millisiemens per meter,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.175kmuitdekust,"Terschelling, 175 km uit de kust","Terschelling, 175 km uit de kust",ETRS89,54.718461,3.690277,Temperatuur in Oppervlaktewater in oC,OW,Oppervlaktewater,T,Temperatuur,NVT,NVT,graad Celsius,NVT,NVT,NVT,NVT,NVT,,,meting,
terschelling.20kmuitdekust,"Terschelling, 20 km uit de kust","Terschelling, 20 km uit de kust",ETRS89,53.536359,5.02044,(massa)Concentratie cadmium in Oppervlaktewater in ug/l,OW,Oppervlaktewater,CONCTTE,(massa)Concentratie,Cd,cadmium,microgram per liter,NVT,NVT,NVT,NVT,NVT,,,meting,
